numero;seq;rotulo
00018152220108240007;50001;DAN
00225539820118240038;50001;DAN
00196983020128240033;50000;DAN
00011553020138240037;50000;DAN
03088740220178240020;50000;DAN
00067945220148240018;50001;DAN
00116940920118240075;50003;DAN
00001886620148240031;50000;DAN
00115753020128240005;50002;DAN
08044149020138240007;50000;DAN
00013509820138240074;50000;DAN
00008495420118240256;50001;DAN
00020308520098240054;50003;DAN
00008455520098240072;50002;DAN
00006689320148240047;50001;DAN
03008093120148240082;50001;DAN
00015190720108240037;50001;DAN
08040576220138240023;50001;DAN
00030956420148240079;50000;DAN
03005611020148240068;50000;DAN
06004121520148240011;50003;DAN
06004121520148240011;50002;DAN
06004121520148240011;50004;DAN
06004121520148240011;50005;DAN
00023334920098240006;50000;DAN
00052381920088240020;50000;DAN
05019648820118240018;50000;DAN
03250346420158240023;50001;DAN
00646794820108240023;50000;DAN
00176803220138240023;50002;DAN
00009880920128240082;50000;DAN
00177192920138240023;50002;DAN
06002741620148240054;50002;DIVERSOS
03012082920158240081;50002;DMI
03000796620148240002;50000;DMI
00021618120138240034;50000;DMI
03016447520158240052;50002;DMI
03025263620158240020;50000;DMI
00039362420128240081;50001;DMI
03045351120158240039;50001;DMI
00006072020108240163;50002;DMI
03005113920168240027;50001;DMI
05003334520138240049;50002;DMI
06007934120148240005;50001;DMI
00083737220148240038;50003;DMI
00090400820128240045;50000;DMI
00028800820138240020;50001;DMI
00018347420128240163;50001;DMI
00016979220128240163;50001;DMI
03181648920148240038;50000;DMI
03153215420148240038;50000;DMI
03131180820168240020;50001;DMI
03047818820178240054;50000;DMI
03032121620168240045;50000;DMI
03029045020168240054;50001;DMI
00019763020128240082;50000;DMI
03020203620158240125;50001;DMI
03019856820178240008;50000;DMI
05008354520138240061;50000;DMI
03095289720158240039;50000;DMI
03062435620158240020;50000;DMI
03009001620148240020;50000;DMI
03006898020158240040;50001;DMI
03006853020168240033;50001;DMI
03324802120158240023;50000;DMI
03002718520178240004;50000;DMI
03002775120168240029;50001;DMI
03003478020158240004;50000;DMI
03001989620148240076;50001;DMI
00011262220118240078;50000;DMI
06007153820148240008;50000;DMI
03004764020178240061;50000;DMI
03027021020158240054;50001;DMI
03176781820158240023;50000;DMI
03009818420158240163;50000;DMI
00430147320108240023;50000;DMI
03058096220158240054;50000;DMI
05013013920138240061;50001;DMI
01139260320078240023;50000;DMI
03220437020158240038;50000;DMI
03007075620168240076;50000;DMI
03035246020148240045;50001;DMI
03009185120148240080;50001;DMI
03003208320168240256;50000;DMI
03089880420148240033;50000;DMI
10186086320138240023;50000;DMI
03001192120148240011;50001;DMI
03013738520158240078;50000;DMI
03306485020158240023;50000;DMI
03000991520168240058;50001;DMI
03004736620148240069;50000;DMI
00005238520148240031;50000;DMI
03001392920148240167;50000;DMI
03036651620168240011;50001;DMI
03011915620168240081;50001;DMI
05025767620138240011;50000;DMI
00013120520118240059;50000;DMI
03005465020148240065;50001;DMI
03004949820148240018;50000;DMI
03018784920168240011;50000;DMI
40128980720188240000;50000;DMI
05001414520138240039;50000;DMI
00054755120118240019;50001;DMI
00063966020148240033;50002;DMI
03000697220158240071;50000;DMI
05024269520138240011;50000;DMI
05047991820138240038;50001;DMI
05047991820138240038;50000;DMI
03000166320168240069;50001;DMI
03000798120168240039;50000;DMI
00269668620138240038;50000;DMI
00159985720138240018;50001;DMI
03067304820158240045;50000;DMI
00017857920148240028;50000;DMI
03010391020178240166;50000;DMI
03044114420148240045;50001;DMI
03024585820168240018;50000;DMI
03003123520148240076;50000;DMI
03011753920168240005;50000;DMI
00100222720128240011;50000;DMI
03004756320168240005;50000;DMI
03020913320178240007;50000;DMI
00080659520098240075;50000;DMI
03031100920158240019;50001;DMI
05001462520138240053;50000;DMI
03032599420158240054;50000;DMI
00000503820148240019;50000;DMI
03046805620178240020;50000;DMI
00027812320098240038;50000;DMI
00064662720118240019;50000;DMI
03003108120158240027;50000;DMI
00001303320138240020;50000;DMI
00203699220128240020;50001;DMI
03005675420168240033;50001;DMI
03016635520148240072;50001;DMI
03000324620168240124;50001;DMI
03000072320178240019;50000;DMI
03026078720168240007;50000;DMI
00066900220148240005;50001;DMI
00126715920138240033;50001;DMI
03128126420158240023;50000;DMI
03000404620148240042;50000;DMI
03023378620148240022;50000;DMI
06009061420148240031;50000;DMI
03018504320158240035;50002;DMI
03018504320158240035;50001;DMI
03002252720178240027;50000;DMI
03031481720148240064;50000;DMI
03006898020158240040;50002;DMI
40176704720178240000;50001;DMI
03023687320148240033;50000;DMI
03027293520168240061;50001;DMI
03044357220178240011;50000;DMI
03092972920148240064;50000;DMI
03023980920168240011;50001;DMI
03034623620178240038;50001;DMI
00021425420018240080;50001;DMI
03317553220158240023;50000;DMI
03001430720158240046;50001;DMI
00103800520128240039;50000;DMI
00003455820138240036;50000;DMI
03152063320148240038;50000;DMI
03067913320158240036;50000;DMI
08578302220138240023;50000;DMI
03121920720158240038;50000;DMI
03067261620158240011;50000;DMI
00088869420148240020;50000;DMI
03256610520148240023;50000;DMI
03088886320168240038;50000;DMI
00049899320168240018;50000;DMI
00042130620108240018;50000;DMI
06000345820148240076;50000;DMI
03024328220158240022;50000;DMI
03015432920168240076;50000;DMI
03010693720178240007;50001;DMI
03039999420168240061;50001;DMI
03170628820158240008;50000;DMI
00036425620068240024;50001;DMI
00486386920118240023;50002;DMI
00486386920118240023;50003;DMI
00360150720108240023;50000;DPV
00275299620118240023;50003;DPV
00030597320088240033;50001;DPV
03106801120178240008;50000;DPV
00052520520098240008;50001;DPV
03137997720178240008;50000;DPV
00006832920148240058;50002;DPV
03019129620178240008;50000;DPV
03019025220178240008;50000;DPV
03014357720178240039;50000;DPV
03012601920168240007;50000;DPV
03075236820168240039;50000;DPV
03060673820168240054;50001;DPV
03001960320158240041;50000;DPV
00047696820118240019;50000;DPV
03087597320168240033;50000;DPV
05006895920138240075;50000;DPV
03065033120158240054;50000;DPV
03046566420178240008;50000;DPV
00076018720098240005;50000;DPV
00070034420138240054;50002;DPV
03035848020168240039;50000;DPV
03017928720168240008;50000;DPV
03006160820158240041;50000;DPV
00049080220078240038;50001;DPV
00016524820108240005;50000;DPV
03022411420178240007;50000;DPV
03022093320148240033;50001;DPV
00010397620138240052;50001;DPV
03106297720158240005;50001;DPV
03019796120178240008;50000;DPV
03084825720168240033;50000;DPV
03020825620158240067;50001;DPV
03048697420168240018;50000;DPV
03059869620178240008;50000;DPV
03021402020178240025;50000;DPV
05020657620128240023;50004;DPV
03042236020178240008;50000;DPV
00036808020108240104;50000;DPV
03010085320168240027;50000;DPV
03029522620168240113;50000;DPV
03016069120148240054;50000;DPV
03009715220178240007;50000;DPV
03011577620178240039;50000;DPV
03038130220178240008;50001;DPV
03091714520178240008;50000;DPV
03117269120168240033;50001;DPV
03126305520178240008;50000;DPV
03204384820168240008;50000;DPV
03046909520178240054;50000;DPV
00082063920118240045;50001;DPV
03038130220178240008;50000;DPV
03057175720178240008;50000;DPV
03088556620168240008;50000;DPV
00003398420098240135;50000;DPV
03024923920168240113;50001;DPV
03080975320178240008;50000;DPV
03017484420168240016;50000;DPV
03099114120168240039;50000;DPV
03000033120148240135;50001;DPV
00001216720138240086;50001;DPV
00012275820108240025;50001;DPV
00130321420108240023;50001;DPV
03074621320158240018;50001;DPV
00024172020108240037;50002;DPV
01561160620148240000;50002;EXP
01389173420158240000;50001;EXP
00255769320168240000;50002;EXP
05000094920138240051;50000;EXP
01562769420158240000;50001;EXP
01562769420158240000;50002;EXP
00354587920168240000;50001;EXP
00262593320168240000;50001;EXP
00247844220168240000;50001;EXP
05014717720138240039;50000;EXP
00247844220168240000;50002;EXP
00251455920168240000;50001;EXP
00180403120168240000;50003;EXP
00180403120168240000;50002;EXP
01590243620148240000;50008;EXP
01571931620158240000;50001;EXP
00115638920168240000;50002;EXP
01565558020158240000;50001;EXP
00261830920168240000;50001;EXP
00221326520078240033;50003;EXP
40099497820168240000;50000;EXP
40052951420178240000;50001;EXP
40164140620168240000;50000;EXP
01426007920158240000;50000;EXP
00204393320168240000;50001;EXP
00135180920148240039;50000;EXP
40102320420168240000;50001;EXP
40105127220168240000;50001;EXP
40102320420168240000;50000;EXP
03029159420148240007;50000;EXP
00323850220168240000;50006;EXP
00314939320168240000;50001;EXP
01580367820158240000;50001;EXP
01585428820148240000;50002;EXP
01547620920158240000;50001;EXP
01548435520158240000;50001;EXP
00247835720168240000;50002;EXP
40277775320178240000;50000;EXP
01536778520158240000;50001;EXP
00327176620168240000;50001;EXP
01515394820158240000;50001;EXP
00248043320168240000;50002;EXP
01429714320158240000;50002;EXP
01570026820158240000;50002;EXP
03006117020168240034;50000;EXP
00002179320108240084;50003;EXP
01791980320138240000;50006;EXP
01791980320138240000;50007;EXP
01565488820158240000;50001;EXP
01565488820158240000;50002;EXP
01429714320158240000;50001;EXP
00331507020168240000;50001;EXP
03004691720148240073;50000;EXP
01565904020158240000;50001;EXP
03006203220168240034;50000;EXP
01547985120158240000;50001;EXP
01580437020158240000;50001;EXP
01368162420158240000;50002;EXP
01555026420158240000;50002;EXP
01558144020158240000;50001;EXP
01549673820158240000;50001;EXP
00031328020158240039;50000;EXP
01582567620158240000;50002;EXP
01151584120158240000;50002;EXP
01151584120158240000;50001;EXP
01576245020158240000;50002;EXP
40066587020168240000;50000;EXP
40124800620178240000;50000;EXP
40108720720168240000;50001;EXP
40198876320178240000;50000;EXP
40124881720168240000;50001;EXP
40124881720168240000;50002;EXP
40128256920178240000;50001;EXP
40037244220168240000;50005;EXP
03004621020148240175;50000;EXP
40010866520188240000;50000;EXP
01370977720158240000;50002;EXP
01158374120158240000;50002;EXP
01136061520148240020;50001;EXP
01475434220158240000;50002;EXP
01572962320158240000;50001;EXP
00115612220168240000;50001;EXP
01476049720158240000;50005;EXP
01476049720158240000;50004;EXP
01561160620148240000;50003;EXP
00262593320168240000;50002;EXP
10008122620168240000;50000;EXP
40198867820178240000;50000;EXP
40179565920168240000;50000;EXP
40168936220178240000;50001;EXP
40117831920168240000;50001;EXP
00008389720108240017;50000;EXP
00102396420168240000;50002;EXP
00104786820168240000;50001;EXP
00104786820168240000;50002;EXP
00106215720168240000;50002;EXP
00312201720168240000;50001;EXP
01434260820158240000;50002;EXP
00197014520168240000;50002;EXP
00247749520168240000;50001;EXP
00247800520168240000;50002;EXP
00248043320168240000;50001;EXP
00248139220168240000;50001;EXP
00248139220168240000;50002;EXP
00250226120168240000;50002;EXP
00250502920168240000;50002;EXP
00260341320168240000;50002;EXP
10125409720138240023;50002;EXP
40106191920168240000;50001;EXP
00261554120168240000;50000;EXP
01362411620158240000;50001;EXP
01299945320148240000;50000;EXP
01550721520158240000;50001;EXP
01570320620158240000;50002;EXP
00106215720168240000;50001;EXP
00260341320168240000;50003;EXP
01136061520148240020;50002;EXP
01158374120158240000;50001;EXP
01563306020158240000;50001;EXP
01563306020158240000;50002;EXP
01567359620158240000;50002;EXP
01570320620158240000;50001;EXP
01580410320158240000;50002;EXP
01580437020158240000;50002;EXP
01580818220158240000;50001;EXP
01585428820148240000;50001;EXP
01706135920138240000;50000;EXP
03001034720148240050;50000;EXP
01533850320158240000;50001;EXP
01550721520158240000;50002;EXP
01554645220158240000;50003;EXP
01554722920158240000;50001;EXP
01554722920158240000;50002;EXP
01555026420158240000;50001;EXP
01565401420158240000;50001;EXP
01565401420158240000;50002;EXP
01565419620158240000;50002;EXP
01565704920158240000;50001;EXP
01565704920158240000;50002;EXP
01548435520158240000;50002;EXP
00092055420168240000;50002;EXP
01435750420158240000;50002;EXP
01435750420158240000;50001;EXP
00092055420168240000;50001;EXP
01563548820158240000;50002;EXP
01563548820158240000;50001;EXP
01550522420158240000;50002;EXP
01550522420158240000;50001;EXP
01386619120158240000;50002;EXP
01386619120158240000;50001;EXP
00247835720168240000;50001;EXP
02111278820128240000;50001;EXP
01568242220158240000;50001;EXP
01434260820158240000;50001;EXP
01446776120158240000;50001;EXP
40070126120178240000;50002;EXP
01548885920158240000;50001;EXP
01580818220158240000;50002;EXP
40127217720178240000;50001;EXP
00016497120118240001;50002;EXP
00097096020168240000;50002;EXP
40205501220178240000;50000;EXP
40291355320178240000;50000;EXP
40094681820168240000;50001;EXP
40255794320178240000;50003;EXP
40255794320178240000;50002;EXP
00201360420138240039;50001;EXP
40071716720188240000;50000;EXP
00252945520168240000;50001;EXP
00005441020138240124;50001;EXP
40080366120168240000;50004;EXP
40203596420178240000;50000;EXP
01562725720158240000;50001;EXP
40284902820178240000;50000;EXP
40036793820168240000;50002;EXP
00092063920168240000;50002;EXP
01553216320158240000;50001;EXP
00261640320168240000;50000;EXP
01549709020158240000;50002;EXP
01549709020158240000;50001;EXP
01551085720158240000;50001;EXP
01377602620158240000;50002;EXP
01377602620158240000;50001;EXP
00184976320168240000;50002;EXP
00184976320168240000;50001;EXP
00247731320168240000;50003;EXP
00247731320168240000;50002;EXP
00262758420168240000;50002;EXP
08002999220138240082;50000;EXP
40274839820178240000;50001;EXP
01575006720158240000;50001;EXP
01563582820158240000;50002;EXP
01563582820158240000;50001;EXP
10009101120168240000;50000;EXP
01575006720158240000;50002;EXP
01542225820158240000;50002;EXP
01542225820158240000;50001;EXP
01550739720158240000;50002;EXP
01550739720158240000;50001;EXP
00194806220168240000;50002;EXP
00194806220168240000;50001;EXP
00204177220168240000;50004;EXP
00204177220168240000;50003;EXP
40228764220178240000;50000;EXP
40098570320168240000;50000;EXP
01533053920158240000;50002;EXP
00318178320168240000;50001;EXP
00262758420168240000;50001;EXP
01568302920158240000;50002;EXP
00000207420158240081;50002;EXP
00201709120168240000;50001;EXP
01580315620158240000;50001;EXP
01549483220158240000;50001;EXP
01549483220158240000;50002;EXP
01571057520158240000;50002;EXP
01571057520158240000;50001;EXP
00251525120168240000;50000;EXP
01550643820158240000;50001;EXP
01550643820158240000;50002;EXP
03026817320148240020;50000;EXP
00248087020168240000;50002;EXP
00248087020168240000;50001;EXP
01568302920158240000;50001;EXP
40058913220168240000;50002;EXP
40260878620178240000;50000;EXP
40019374120178240000;50000;EXP
40012312420188240000;50000;EXP
40011362820178240000;50000;EXP
40289692120178240000;50000;EXP
40013906420188240000;50000;EXP
40064242020188240000;50000;EXP
01550557620158240000;50002;EXP
40119997720168240000;50001;EXP
03327308820148240023;50000;EXP
40248848920178240000;50000;EXP
40096437520178240000;50001;EXP
40262047720178240000;50001;EXP
01132963520158240000;50001;EXP
40049886020178240000;50000;EXP
40025982020178240000;50001;EXP
03005482220148240032;50001;EXP
00247904920168240000;50002;EXP
40033898620178240000;50002;EXP
05000153220138240059;50000;EXP
01549726020158240000;50002;EXP
00247957120168240000;50002;EXP
01548028820158240000;50002;EXP
00248675820168240000;50001;EXP
00248675820168240000;50002;EXP
01550549120158240000;50002;EXP
01550549120158240000;50001;EXP
01259262620158240000;50002;EXP
01259262620158240000;50001;EXP
00102587020168240000;50001;EXP
05000194520138240067;50000;EXP
01581069520158240000;50001;EXP
01424838820158240000;50002;EXP
01551146420158240000;50001;EXP
01515325620158240000;50000;EXP
01556264720158240000;50001;EXP
00251438920168240000;50000;EXP
01568139020158240000;50001;EXP
00106155020168240000;50001;EXP
00106155020168240000;50002;EXP
01561512920158240000;50001;EXP
01570347320158240000;50002;EXP
01570347320158240000;50001;EXP
00004284020108240049;50003;EXP
40242560320178240000;50000;EXP
40244171320178240000;50000;EXP
40117742320178240000;50000;EXP
00249515920168240000;50000;EXP
01565851820158240000;50002;EXP
01916504520138240000;50005;EXP
01562725720158240000;50002;EXP
01581069520158240000;50002;EXP
40257032620178240000;50000;EXP
00337352520168240000;50001;EXP
05000208820138240080;50000;EXP
01565851820158240000;50003;EXP
00004084920108240049;50000;EXP
40018652020188240000;50000;EXP
03001924220148240124;50000;EXP
00012030420138240032;50000;EXP
01563678720158240000;50001;EXP
01413674720158240000;50003;EXP
40231129120178240000;50000;EXP
00004089620108240001;50000;EXP
01651495420138240000;50000;EXP
00261788420168240000;50000;EXP
01567359620158240000;50001;EXP
00250226120168240000;50001;EXP
00100387220168240000;50001;EXP
01582411020158240000;50001;EXP
00018767220148240028;50000;EXP
40053899320168240000;50000;EXP
05010542720138240039;50001;EXP
01533106120158240000;50002;EXP
01580749020158240000;50002;EXP
01580749020158240000;50001;EXP
01541714720158240000;50002;EXP
01425748120158240000;50000;EXP
00248051820168240000;50002;EXP
00248051820168240000;50001;EXP
00022621320138240166;50001;EXP
05007095520138240041;50001;EXP
00102258020168240000;50001;EXP
00102258020168240000;50002;EXP
40027012720178240000;50000;EXP
40098943020168240000;50000;EXP
40072443920188240000;50000;EXP
05010075320138240039;50000;EXP
40066846820168240000;50001;EXP
40066846820168240000;50002;EXP
40113030720178240000;50001;EXP
40268898420178240000;50001;EXP
01532932520158240000;50004;EXP
00255769320168240000;50001;EXP
01550972820158240000;50001;EXP
01575604020158240000;50001;EXP
01575604020158240000;50002;EXP
01551068720158240000;50001;EXP
01572390520158240000;50001;EXP
01572390520158240000;50002;EXP
01506486120148240000;50007;EXP
40030595520188240000;50000;EXP
40254486820178240000;50000;EXP
40190129320178240000;50000;EXP
40300596420178240000;50000;EXP
40300544220178240000;50000;EXP
03021403420148240022;50001;EXP
00262437920168240000;50002;EXP
00262437920168240000;50001;EXP
01729589520138240000;50004;EXP
01729589520138240000;50003;EXP
01565887020158240000;50002;EXP
00103833820168240000;50002;EXP
00103833820168240000;50001;EXP
01400103220158240000;50001;EXP
01400103220158240000;50002;EXP
01563080220158240000;50002;EXP
01563080220158240000;50001;EXP
00127629720148240039;50001;EXP
01563565820158240000;50002;EXP
01563565820158240000;50001;EXP
00324379520168240000;50002;EXP
00324379520168240000;50001;EXP
00250668020168240000;50002;EXP
00250668020168240000;50001;EXP
00248095520168240000;50005;EXP
00317692720168240000;50000;EXP
01516295620158240000;50001;EXP
01342370620158240000;50002;EXP
01382577420148240000;50002;EXP
02094087120128240000;50002;EXP
40106434720168240000;50000;EXP
40190804320178240000;50000;EXP
01549726020158240000;50001;EXP
00192921920108240020;50000;EXP
40079976420168240000;50002;EXP
40091390620168240000;50003;EXP
00055509520088240019;50000;EXP
01439885120148240000;50003;EXP
01479089620158240000;50000;EXP
00023504920128240081;50000;EXP
01194535820148240000;50001;EXP
40079976420168240000;50001;EXP
01293432120148240000;50002;EXP
40002032120188240000;50000;EXP
40102338620168240000;50000;EXP
40034160620168240000;50002;EXP
40034160620168240000;50003;EXP
40129206520188240000;50000;EXP
40029590320188240000;50000;EXP
40003972120188240000;50000;EXP
40064144420168240000;50000;EXP
01132201120158240000;50002;EXP
01132201120158240000;50001;EXP
01264866520158240000;50007;EXP
00043804620138240041;50003;EXP
00043804620138240041;50002;EXP
00008619820158240039;50002;EXP
00008619820158240039;50001;EXP
00185114720168240000;50002;EXP
00248719520168240000;50002;EXP
00248719520168240000;50001;EXP
01562811920158240000;50001;EXP
40282001320178240000;50000;EXP
40100204620178240000;50001;EXP
01565661220158240000;50001;EXP
00111281820168240000;50002;EXP
00111281820168240000;50003;EXP
40214430320178240000;50000;EXP
40297799320178240000;50000;EXP
40123897620188240000;50000;EXP
02215180520128240000;50005;EXP
03040825320148240038;50002;EXP
40048953420168240000;50000;EXP
40046606720168240000;50000;EXP
40027953820188240000;50001;EXP
40246570220178240000;50000;EXP
00189202320168240000;50002;EXP
00099434220168240000;50002;EXP
00197014520168240000;50001;EXP
01580410320158240000;50001;EXP
01565419620158240000;50001;EXP
01470410620158240000;50001;EXP
01397894920158240000;50003;EXP
01358038720158240000;50000;EXP
00194806220168240000;50003;EXP
40092250620188240000;50000;EXP
40020124620188240000;50000;EXP
40117806420168240000;50005;EXP
01501376320148240000;50003;EXP
00249394520168240000;50002;EXP
00249394520168240000;50003;EXP
00098395020168240000;50002;EXP
01565566520158240000;50002;EXP
00247705820168240000;50001;EXP
00110979520168240000;50002;EXP
01476043420148240000;50003;EXP
40041837320188240000;50000;EXP
01152363520158240000;50004;EXP
00181624420168240000;50000;EXP
01370962920148240000;50001;EXP
01370962920148240000;50002;EXP
00025002620128240050;50003;EXP
01916504520138240000;50004;EXP
01553761420158240000;50002;EXP
40140762520178240000;50000;EXP
01549682320158240000;50001;EXP
00248640620168240000;50002;EXP
00248640620168240000;50001;EXP
40032333520168240000;50003;EXP
40020289720188240000;50000;EXP
00094168120078240008;50001;EXP
01152363520158240000;50003;EXP
40010831320188240000;50000;EXP
40129668820178240000;50001;EXP
40022039120188240000;50000;EXP
00248329820168240000;50003;EXP
00248329820168240000;50001;EXP
01790170220138240000;50008;EXP
01790170220138240000;50007;EXP
01267550720158240000;50001;EXP
00337352520168240000;50002;EXP
01517326320158240000;50001;EXP
00091596520168240000;50002;EXP
01570278120158240000;50002;EXP
01551102720158240000;50002;EXP
01551102720158240000;50001;EXP
01522981220158240000;50001;EXP
01522981220158240000;50002;EXP
01359008720158240000;50002;EXP
01359008720158240000;50001;EXP
01337235320158240000;50002;EXP
01337235320158240000;50001;EXP
00262446420168240000;50002;EXP
00262446420168240000;50001;EXP
01550557620158240000;50001;EXP
01569957620158240000;50002;EXP
01569957620158240000;50001;EXP
00247818720168240000;50002;EXP
00249559620168240000;50000;EXP
01554645220158240000;50002;EXP
00248017820168240000;50001;EXP
01550687520158240000;50001;EXP
00331601720168240000;50003;EXP
00247852720168240000;50001;EXP
03008079420168240016;50000;EXP
40081110320168240000;50005;EXP
40164042520178240000;50000;EXP
40275791620178240000;50000;EXP
01476043420148240000;50002;EXP
00413854020058240023;50000;EXP
40032599620178240000;50001;EXP
40097889720188240000;50000;EXP
01488295520158240000;50001;EXP
01293432120148240000;50001;EXP
00248623620168240000;50002;EXP
01561720520158240000;50002;EXP
01561720520158240000;50001;EXP
01245068320158240000;50002;EXP
01245068320158240000;50001;EXP
01561495920158240000;50001;EXP
00097096020168240000;50003;EXP
00261857620168240000;50001;EXP
01533036920158240000;50002;EXP
01789901920138240000;50004;EXP
01789901920138240000;50005;EXP
40055989120188240000;50000;EXP
40004820720188240000;50000;EXP
40260107720178240000;50000;EXP
40271574120178240000;50000;EXP
40011499020188240000;50000;EXP
01565375920158240000;50002;EXP
01565375920158240000;50001;EXP
00248104020168240000;50002;EXP
00248104020168240000;50001;EXP
01420598020148240000;50002;EXP
01420598020148240000;50003;EXP
01131863620158240000;50002;EXP
01382577420148240000;50001;EXP
01367889020148240000;50002;EXP
40222355420178240000;50000;EXP
03026848120148240067;50001;EXP
00108337820168240000;50000;EXP
00248173220168240000;50002;EXP
01584986920148240000;50002;EXP
00262048220168240000;50001;EXP
01540181420158240000;50002;EXP
01540181420158240000;50001;EXP
00247714320168240000;50002;EXP
00247714320168240000;50001;EXP
00247896420168240000;50001;EXP
01570148220158240000;50001;EXP
01565652720158240000;50001;EXP
01551180420158240000;50001;EXP
00249281620168240000;50001;EXP
00008618520138240066;50001;EXP
01448144320158240000;50000;EXP
01254675820148240000;50003;EXP
01586960920148240000;50000;EXP
40260263120178240000;50000;EXP
40161785420168240000;50000;EXP
01555719620158240000;50002;EXP
01555719620158240000;50001;EXP
01525025620158240000;50002;EXP
01525025620158240000;50003;EXP
00265034420128240018;50001;EXP
01565392920158240000;50001;EXP
00096723320168240000;50002;EXP
00096723320168240000;50001;EXP
01572469420158240000;50001;EXP
40052914020188240000;50001;EXP
01419012520148240000;50002;EXP
03007395420168240046;50000;EXP
03062171720148240045;50000;EXP
00102587020168240000;50002;EXP
01151584120158240000;50005;EXP
01436418120158240000;50002;EXP
01436418120158240000;50001;EXP
40123623020178240000;50000;EXP
40034978120188240000;50000;EXP
40212127320178240000;50000;EXP
01569723320158240000;50001;EXP
40036837520168240000;50000;EXP
40084655720188240000;50000;EXP
01501809720148240000;50002;EXP
40247653120178240000;50000;EXP
01501376320148240000;50004;EXP
01501809720148240000;50001;EXP
01569882120148240000;50003;EXP
01319532520158240000;50002;EXP
01348632520158240000;50002;EXP
01348632520158240000;50003;EXP
40045182920178240000;50001;EXP
40078434620168240000;50002;EXP
40000060320178240000;50000;EXP
03019790320178240092;50001;EXP
40032134420168240000;50000;EXP
01566683420158240000;50001;EXP
40246743820178240000;50000;EXP
40148826020178240000;50000;EXP
01251035220158240000;50005;EXP
40021458820188240000;50000;EXP
00247982620168240000;50002;EXP
01565558020158240000;50002;EXP
01561841920158240000;50001;EXP
00319035420168240000;50003;EXP
01551163420158240000;50002;EXP
01551163420158240000;50001;EXP
01254675820148240000;50004;EXP
01254675820148240000;50005;EXP
01561512920158240000;50002;EXP
40193021120178240000;50000;EXP
40013923420188240000;50001;EXP
00104483320168240000;50002;EXP
01691386820138240000;50002;EXP
08538697320138240023;50000;EXP
00017778520128240218;50001;EXP
00102457120168240000;50000;EXP
40181644320168240000;50001;EXP
40046589720168240000;50002;EXP
40068240520168240000;50000;EXP
03062035120148240039;50000;EXP
00056022120138240018;50000;EXP
40062614020188240000;50001;EXP
01549665320158240000;50002;EXP
01549665320158240000;50001;EXP
00092141620168240000;50000;EXP
00247783520168240000;50002;EXP
00247783520168240000;50001;EXP
01565921020158240000;50002;EXP
01565921020158240000;50001;EXP
05007156220138240041;50001;EXP
40104993920178240000;50002;EXP
40015681320188240000;50001;EXP
01434408920158240000;50001;EXP
01434408920158240000;50002;EXP
01571013820158240000;50001;EXP
01566089520148240000;50002;EXP
40101065120168240000;50000;EXP
40033225820168240000;50000;EXP
40051269020188240000;50000;EXP
00248164720168240000;50005;EXP
40095891220178240000;50001;EXP
40062305420178240000;50000;EXP
03055982620148240033;50000;EXP
03019739320178240092;50001;EXP
40041221820188240000;50000;EXP
03090051120168240020;50000;EXP
40051571320188240000;50001;EXP
01561495920158240000;50002;EXP
40053968520168240000;50004;EXP
40050070320168240000;50002;EXP
01556247720158240000;50001;EXP
01556247720158240000;50002;EXP
01550782220158240000;50001;EXP
01550782220158240000;50002;EXP
01562682020158240000;50003;EXP
00008991320158240039;50003;EXP
00024700820158240075;50002;EXP
00313839420168240000;50001;EXP
00185244620168240000;50002;EXP
00115638920168240000;50003;EXP
00250754220168240000;50001;EXP
00250754220168240000;50002;EXP
01559755020158240000;50001;EXP
00180723620168240000;50002;EXP
01565687920158240000;50001;EXP
01565687920158240000;50002;EXP
01429653620158240000;50001;EXP
01429653620158240000;50002;EXP
40020514320188240000;50000;EXP
40001962920188240000;50000;EXP
01561764220158240000;50002;EXP
01561764220158240000;50001;EXP
00092124620168240000;50002;EXP
01525017120158240000;50002;EXP
00201820820168240000;50001;EXP
01566224520158240000;50002;EXP
01566224520158240000;50001;EXP
40057588720168240000;50000;EXP
01565462120158240000;50002;EXP
00248017820168240000;50002;EXP
06001321720148240020;50001;EXP
01550687520158240000;50002;EXP
00189202320168240000;50001;EXP
00331601720168240000;50002;EXP
01551111220158240000;50002;EXP
01551111220158240000;50003;EXP
40009299220188240000;50001;EXP
40067481020188240000;50000;EXP
40038445120178240000;50000;EXP
40231881820178240000;50000;EXP
01565878520158240000;50002;EXP
00008991320158240039;50002;EXP
01483254920158240000;50001;EXP
01569983120158240000;50002;EXP
01569983120158240000;50001;EXP
00003526020108240002;50002;EXP
40170278920178240000;50000;EXP
00320680420168240000;50000;EXP
40014053320188240000;50001;EXP
00248173220168240000;50001;EXP
01584986920148240000;50001;EXP
01551180420158240000;50002;EXP
01025987620078240023;50000;EXP
40057614220168240000;50002;EXP
40021588720188240000;50000;EXP
00021534120088240047;50000;EXP
00248095520168240000;50002;EXP
00248095520168240000;50001;EXP
00043714620088240078;50000;EXP
00260523420168240000;50000;EXP
40001460320188240000;50000;EXP
40010687820178240000;50001;EXP
40052532820188240000;50000;EXP
40078434620168240000;50001;EXP
40022489520188240000;50000;EXP
40148283120168240000;50000;EXP
00102396420168240000;50001;EXP
00247749520168240000;50002;EXP
00247800520168240000;50001;EXP
00250502920168240000;50001;EXP
40027451220188240000;50000;EXP
